Date,Open,High,Low,Close,Adj Close,Volume
2016-10-01,774.25,816.679993,769.5,784.539978,784.539978,33881500
2016-11-01,782.890015,795.632996,727.539978,758.039978,758.039978,42595000
2016-12-01,757.440002,804.380005,737.025024,771.820007,771.820007,32079700
2017-01-01,778.809998,841.950012,775.799988,796.789978,796.789978,33168200
2017-02-01,799.679993,833.450012,791.190002,823.210022,823.210022,25682500
2017-03-01,828.849976,853.5,803.369995,829.559998,829.559998,33827600
2017-04-01,829.219971,916.849976,817.02002,905.960022,905.960022,25218700
2017-05-01,901.940002,979.27002,901.450012,964.859985,964.859985,32177700
2017-06-01,968.950012,988.25,908.309998,908.72998,908.72998,43587600
2017-07-01,912.179993,986.200012,894.789978,930.5,930.5,36669900
2017-08-01,932.380005,941.97998,903.400024,939.330017,939.330017,27958000
2017-09-01,941.130005,942.47998,910.599976,931.580017,931.580017,17194300
2017-09-20,922.97998,933.880005,922,931.580017,931.580017,1669763
