Date,Open,High,Low,Close,Adj Close,Volume
2016-10-13,60.230000,60.560001,59.500000,60.410000,59.452694,4220500
2016-10-14,61.009998,61.200001,60.099998,60.150002,59.196815,4963800
2016-10-17,60.270000,60.419998,59.779999,59.900002,58.950775,3903900
2016-10-18,60.520000,60.570000,59.880001,60.080002,59.127926,3311200
2016-10-19,60.419998,61.680000,60.270000,61.250000,60.279385,7888500
2016-10-20,65.339996,67.779999,64.750000,66.779999,65.721756,25870700
2016-10-21,66.449997,67.589996,66.400002,67.360001,66.292564,8561200
2016-10-24,67.690002,67.930000,67.070000,67.089996,66.026833,5174000
2016-10-25,66.930000,67.379997,66.610001,66.739998,65.682388,3882300
2016-10-26,66.500000,67.070000,66.139999,66.800003,65.741432,3621800
2016-10-27,67.000000,67.220001,66.430000,66.930000,65.869377,4751300
2016-10-28,67.150002,67.220001,66.300003,66.449997,65.396973,4994500
2016-10-31,66.809998,66.830002,66.309998,66.419998,65.367455,3233400
2016-11-01,66.769997,66.809998,65.730003,66.250000,65.200150,3761600
2016-11-02,65.760002,66.029999,65.139999,65.449997,64.412819,3659000
2016-11-03,65.529999,65.760002,65.040001,65.330002,64.294731,3796500
2016-11-04,65.500000,66.080002,65.029999,65.510002,64.471870,3429900
2016-11-07,66.849998,67.330002,66.650002,67.000000,65.938263,4012100
2016-11-08,66.790001,67.260002,66.309998,67.070000,66.007149,3947700
2016-11-09,67.160004,69.000000,67.059998,68.739998,67.650696,9319100
2016-11-10,69.239998,70.400002,69.050003,70.110001,68.998978,9418700
2016-11-11,69.970001,70.589996,69.650002,70.500000,69.382797,4656100
2016-11-14,70.800003,72.680000,70.629997,72.419998,71.272369,8026400
2016-11-15,72.129997,72.480003,71.239998,72.470001,71.321579,4431200
2016-11-16,71.949997,72.400002,71.279999,71.680000,70.544106,4469200
2016-11-17,71.360001,72.000000,71.320000,71.779999,70.642509,3797400
2016-11-18,71.529999,71.599998,70.769997,71.000000,69.874878,5430600
2016-11-21,71.309998,71.669998,70.959999,71.540001,70.406319,3368200
2016-11-22,71.820000,71.879997,70.870003,71.720001,70.583473,4086200
2016-11-23,71.940002,72.919998,71.510002,72.879997,71.725082,4661400
2016-11-25,72.970001,73.180000,72.459999,72.860001,71.705399,1900400
2016-11-28,72.529999,72.769997,71.970001,72.129997,70.986961,4467700
2016-11-29,72.199997,72.260002,71.389999,71.489998,70.357109,3814800
2016-11-30,72.000000,72.330002,71.779999,72.040001,70.898392,4812500
2016-12-01,72.449997,72.769997,71.779999,72.529999,71.380630,4298200
2016-12-02,72.519997,72.660004,71.430000,71.860001,70.721252,2959100
2016-12-05,72.330002,72.639999,71.989998,72.029999,70.888550,3929100
2016-12-06,72.470001,72.739998,72.080002,72.309998,71.164108,3843900
2016-12-07,72.470001,74.720001,72.230003,74.290001,73.112740,5801500
2016-12-08,74.800003,75.199997,73.989998,74.910004,73.722916,3415800
2016-12-09,74.839996,74.910004,74.290001,74.769997,73.585136,2566900
2016-12-12,74.699997,74.699997,73.150002,73.580002,72.413986,3654900
2016-12-13,73.669998,74.230003,73.110001,73.839996,72.669868,2892900
2016-12-14,73.529999,75.730003,73.239998,74.070000,72.896225,5415800
2016-12-15,74.540001,75.739998,74.339996,74.940002,73.752441,4061600
2016-12-16,75.290001,75.379997,74.580002,75.000000,73.811485,7424000
2016-12-19,74.680000,75.129997,74.139999,74.550003,73.368614,3076600
2016-12-20,75.000000,75.500000,74.529999,75.059998,73.870537,3244900
2016-12-21,75.110001,75.570000,74.690002,75.320000,74.126419,3244500
2016-12-22,75.000000,75.370003,74.500000,74.580002,73.398148,2865200
2016-12-23,74.739998,75.239998,74.739998,74.970001,73.781967,1950400
2016-12-27,75.099998,75.110001,74.790001,74.980003,73.791801,2049400
2016-12-28,75.029999,75.379997,74.150002,74.370003,73.191475,2517300
2016-12-29,74.269997,74.680000,73.500000,73.919998,72.748596,2568000
2016-12-30,73.959999,74.339996,73.839996,74.080002,72.906067,3378800
2017-01-03,74.889999,75.750000,74.739998,75.349998,74.155937,5853900
