Date,Open,High,Low,Close,Adj Close,Volume
2016-10-13,134.649994,134.649994,133.610001,134.190002,132.112442,3425700
2016-10-14,134.779999,135.509995,133.889999,133.919998,131.846603,3452900
2016-10-17,134.059998,134.429993,133.029999,134.130005,132.053391,3602500
2016-10-18,139.199997,143.949997,137.869995,143.389999,141.169998,9756000
2016-10-19,143.820007,146.360001,142.820007,144.369995,142.134811,5796000
2016-10-20,144.490005,145.880005,143.979996,145.070007,142.824005,5203700
2016-10-21,144.259995,145.440002,143.759995,145.369995,143.119339,3331800
2016-10-24,146.000000,146.220001,144.020004,144.690002,142.449875,2930200
2016-10-25,144.880005,145.380005,143.600006,143.779999,141.553970,3095400
2016-10-26,143.750000,143.779999,141.889999,142.229996,140.027939,3267600
2016-10-27,142.720001,143.250000,141.580002,141.940002,139.742447,3358000
2016-10-28,141.660004,142.350006,139.440002,140.350006,138.177078,4033600
2016-10-31,140.800003,141.539993,139.970001,141.330002,139.141891,3761100
2016-11-01,141.509995,141.509995,138.820007,139.429993,137.271301,3391400
2016-11-02,139.020004,141.229996,138.929993,138.979996,136.828278,3149700
2016-11-03,139.179993,140.339996,137.649994,137.830002,135.696091,2989700
2016-11-04,138.449997,138.889999,137.690002,137.710007,135.577942,3520700
2016-11-07,139.600006,142.440002,139.550003,141.929993,139.732605,3896600
2016-11-08,141.350006,143.610001,141.000000,142.899994,140.687576,4331000
2016-11-09,139.539993,144.190002,136.220001,141.899994,139.703064,8042400
2016-11-10,142.339996,146.570007,142.000000,146.130005,143.867584,6075500
2016-11-11,146.710007,147.500000,146.009995,146.419998,144.153076,4475400
2016-11-14,147.320007,152.919998,147.039993,152.279999,149.922348,5533300
2016-11-15,153.509995,153.960007,151.509995,152.229996,149.873138,4910700
2016-11-16,151.990005,153.000000,151.229996,151.500000,149.154434,3896200
2016-11-17,151.820007,151.919998,150.190002,150.770004,148.435745,4683000
2016-11-18,151.050003,151.660004,149.399994,149.449997,147.136169,5664800
2016-11-21,149.720001,150.660004,148.559998,150.410004,148.081314,3867800
2016-11-22,151.080002,152.929993,150.559998,152.259995,149.902664,4992100
2016-11-23,152.009995,153.740005,150.960007,153.539993,151.162842,2697200
2016-11-25,153.929993,154.500000,152.610001,152.809998,150.444168,1664500
2016-11-28,152.740005,152.850006,150.000000,152.110001,149.754990,5029600
2016-11-29,156.940002,158.119995,155.179993,157.589996,155.150146,5827400
2016-11-30,157.470001,159.759995,157.070007,158.320007,156.489487,7142400
2016-12-01,159.119995,161.720001,159.119995,160.940002,159.079193,5250200
2016-12-02,161.000000,162.520004,160.559998,160.729996,158.871613,3480000
2016-12-05,160.190002,160.669998,156.229996,157.630005,155.807480,5854200
2016-12-06,158.169998,158.229996,156.259995,157.320007,155.501053,3216700
2016-12-07,157.889999,159.979996,156.350006,159.399994,157.556992,4552300
2016-12-08,159.410004,160.240005,158.000000,159.320007,157.477921,3407500
2016-12-09,159.520004,160.160004,157.710007,160.119995,158.268677,4007200
2016-12-12,158.830002,159.660004,157.750000,159.490005,157.645966,3471200
2016-12-13,160.399994,161.710007,160.070007,160.539993,158.683807,3868900
2016-12-14,161.139999,161.800003,158.720001,159.860001,158.011688,3885700
2016-12-15,159.869995,161.289993,159.429993,160.619995,158.762894,4422700
2016-12-16,161.380005,164.000000,161.190002,163.940002,162.044510,6957500
2016-12-19,163.089996,163.940002,161.220001,161.539993,159.672256,4732600
