Date,Open,High,Low,Close,Adj Close,Volume
11/1/2014,153.139999,160.860001,152.979996,160.089996,148.379776,41063300
12/1/2014,158.350006,168.160004,155.589996,164.320007,153.117844,53439800
1/1/2015,164.710007,166.570007,157.740005,162.300003,151.235565,54720500
2/1/2015,162.119995,169.979996,160.889999,168.649994,157.152664,37318800
3/1/2015,168.160004,170.5,161.210007,164.949997,154.660919,48099100
4/1/2015,164.289993,167.699997,156.009995,156.389999,146.634872,53233500
5/1/2015,156.789993,163.770004,156.550003,159.080002,149.157074,42812300
6/1/2015,159.100006,160.869995,153.919998,154.300003,145.590088,48498000
7/1/2015,156.130005,157.940002,147.699997,151.339996,142.79718,54769600
8/1/2015,150.789993,153.240005,134,142.139999,134.11647,59177300
9/1/2015,139.479996,145.550003,135.389999,141.770004,134.698303,65025100
10/1/2015,142.210007,158.679993,138.570007,157.210007,149.368164,54326800
11/1/2015,157.509995,160.089996,155.600006,156.580002,148.769577,42405000
12/1/2015,156.410004,158.690002,146.690002,150.639999,144.066238,61082900
1/1/2016,148.050003,151,134.639999,151,144.410538,63774600
2/1/2016,149.330002,159.5,146.050003,156.869995,150.024368,52714600
3/1/2016,158.75,167.5,157.610001,166.630005,160.509842,48571200
4/1/2016,165.630005,170.770004,164.649994,167.380005,161.232285,38808500
5/1/2016,167.300003,171.270004,163.169998,168.320007,162.137772,36421000
6/1/2016,167.779999,175.139999,165.160004,175.119995,169.811234,46954200
7/1/2016,175.139999,182.270004,173.509995,178.360001,172.953018,38573800
8/1/2016,177.080002,181.470001,177.080002,179.240005,173.806366,30847900
9/1/2016,179.309998,181.660004,174.389999,176.229996,171.952393,38129500
10/1/2016,175.330002,175.949997,165.110001,165.300003,161.28772,41869500
11/1/2016,165.399994,175.509995,163.850006,171.740005,167.571396,43839600
12/1/2016,171.639999,180.059998,171.089996,178.490005,175.274155,43275700
1/1/2017,178.830002,180,173.809998,174.820007,171.670258,37912900
2/1/2017,175.169998,188.410004,173.550003,186.350006,182.992523,38899800
3/1/2017,188.080002,193.5,188.009995,191.330002,189.106369,44760300
4/1/2017,191.869995,197.119995,188.619995,195.830002,193.554077,34994300
5/1/2017,195.5,204.470001,193.539993,204.470001,202.093658,40019700
6/1/2017,204.25,214.570007,203.679993,208.190002,206.99939,40494700
7/1/2017,209.139999,213.410004,197.169998,201.169998,200.019531,35506900
8/1/2017,202.289993,208.630005,201.330002,204.320007,203.15152,34864200
9/1/2017,204.610001,214.649994,200.509995,209.899994,209.899994,35746200
10/1/2017,210.729996,216.940002,210.029999,216.520004,216.520004,4561800
