Date,Open,High,Low,Close,Adj Close,Volume
11/1/2014,86.660004,90.559998,86.199997,90.43,82.822906,136839600
12/1/2014,90.169998,93.889999,88.379997,91.089996,83.427376,142076100
1/1/2015,90.839996,91.790001,84.25,84.290001,77.199402,170684300
2/1/2015,84.580002,86.779999,83.68,85.129997,78.523285,151143800
3/1/2015,85.129997,85.440002,80.809998,81.940002,75.580856,201511700
4/1/2015,82.440002,84.199997,79.07,79.510002,73.339439,169129100
5/1/2015,79.760002,81.209999,78.190002,78.389999,72.887947,136509500
6/1/2015,78.650002,81.220001,77.099998,78.239998,72.748482,188470400
7/1/2015,78.389999,82.550003,76.660004,76.699997,71.316566,180118500
8/1/2015,76.510002,77.089996,65.019997,70.669998,66.247871,239627900
9/1/2015,69.370003,73.379997,67.330002,71.940002,67.4384,228614500
10/1/2015,71.760002,78.449997,71.290001,76.379997,71.600571,202196200
11/1/2015,76.57,77.419998,73.949997,74.839996,70.787491,146640000
12/1/2015,74.870003,81.230003,74.870003,79.410004,75.110039,207324100
1/1/2016,78.360001,82,74.459999,81.690002,77.266579,229160800
2/1/2016,81.209999,83,79.629997,80.290001,76.604294,191960300
3/1/2016,80.540001,83.870003,80.480003,82.309998,78.531563,215126400
4/1/2016,82,83.839996,79.099998,80.120003,76.442101,161457400
5/1/2016,80.019997,82.889999,79.410004,81.040001,77.953255,137309400
6/1/2016,80.949997,84.800003,80.860001,84.669998,81.444984,160700600
7/1/2016,84.519997,86.889999,84.32,85.589996,82.329941,145109100
8/1/2016,85.440002,88.5,85.129997,87.309998,84.64254,185873300
9/1/2016,87.360001,90.220001,85.959999,89.75,87.008003,846136800
10/1/2016,89.349998,90.330002,84.059998,86.800003,84.148125,375014900
11/1/2016,86.580002,87.690002,81.709999,82.459999,80.557922,201837700
12/1/2016,82.209999,85.739998,81.18,84.080002,82.140549,171190200
1/1/2017,83.879997,87.980003,83.239998,87.599998,85.579361,192949600
2/1/2017,87.029999,91.800003,86.75,91.07,89.674416,193265800
3/1/2017,91.050003,92,89.589996,89.849998,88.473114,199174700
4/1/2017,89.860001,91.129997,87.150002,87.330002,85.991737,136581600
5/1/2017,87.379997,88.349998,85.519997,88.089996,87.404274,138172700
6/1/2017,88.019997,90.209999,86.93,87.150002,86.471596,142402600
7/1/2017,87.400002,91.07,86.309998,90.82,90.113029,122071800
8/1/2017,91.029999,92.959999,90.519997,92.269997,92.269997,131273700
9/1/2017,92.419998,94.669998,90.339996,90.980003,90.980003,138824900
10/1/2017,91.260002,92.800003,91.239998,92.419998,92.419998,19343900
