Date,Open,High,Low,Close,Adj Close,Volume
11/1/2014,41.790001,45,41.59,44.830002,40.70583,254105000
12/1/2014,44.18,44.77,39.799999,42.220001,38.600925,326860800
1/1/2015,42.259998,43.830002,41.110001,41.169998,37.64093,291958500
2/1/2015,41.209999,43.66,40.900002,43.299999,39.588345,291305600
3/1/2015,43.299999,43.299999,39.610001,40.549999,37.074085,370436100
4/1/2015,40.790001,41.610001,40.099998,40.560001,37.390926,283894500
5/1/2015,40.580002,41.689999,40.389999,40.959999,37.759674,229991400
6/1/2015,41.360001,41.41,39.119999,39.23,36.164845,288144900
7/1/2015,39.380001,41.599998,39.220001,41.080002,38.182732,268100000
8/1/2015,40.849998,42.25,36.560001,39.32,36.546852,342540600
9/1/2015,38.669998,40.23,37.84,40.119999,37.290428,346513600
10/1/2015,40.220001,43.849998,39.360001,42.349998,39.704189,366124500
11/1/2015,42.32,43.599998,41.34,42.619999,39.957314,252003300
12/1/2015,42.73,43.91,41.970001,42.959999,40.584953,286519600
1/1/2016,42.34,43.259998,40.75,42.919998,40.547157,317817500
2/1/2016,42.599998,44.18,41.900002,43.130001,40.745556,303790200
3/1/2016,43.380001,46.880001,43.169998,46.389999,43.825321,347092900
4/1/2016,46.139999,47.130001,42.869999,44.799999,42.653294,317184500
5/1/2016,44.57,45.900002,43.939999,44.599998,42.462875,230202600
6/1/2016,44.599998,46.009998,43.32,45.330002,43.157894,265480000
7/1/2016,45.330002,45.939999,43.099998,43.630001,41.857906,235930600
8/1/2016,43.689999,44.330002,43.080002,43.43,41.666027,234401800
9/1/2016,43.209999,43.830002,41.849998,42.32,40.601112,250926400
10/1/2016,42.310001,43.029999,41.400002,42.400002,41.010204,264781200
11/1/2016,42.400002,42.98,40.349998,40.349998,39.027393,316484200
12/1/2016,40.310001,42.220001,39.880001,42,40.966747,324399500
1/1/2017,41.5,42.25,40.689999,41.57,40.547321,240233800
2/1/2017,41.52,42.150002,40.220001,41.959999,40.927727,333642100
3/1/2017,42.009998,42.700001,41.740002,42.439999,41.39592,339185400
4/1/2017,42.580002,43.790001,42.27,43.150002,42.459942,232465400
5/1/2017,43.150002,45.700001,43.099998,45.470001,44.74284,250436000
6/1/2017,45.450001,46.060001,44.650002,44.849998,44.132755,241526500
7/1/2017,45.110001,46.43,44.150002,45.84,45.47813,195317800
8/1/2017,45.970001,46.34,45.25,45.549999,45.190422,208603500
9/1/2017,45.639999,46.98,44.380001,45.009998,44.654682,197449400
10/1/2017,45.049999,45.560001,44.75,45.5,45.5,36803800
